JeinPoLiEnergySavingLampsBad,v_val,i_val,p_val,pf_val,date
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.645,1531665299
JeinPoLiEnergySavingLampsBad,114.400002,0.26,19,0.649,1531665300
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.64,1531665302
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.639,1531665304
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.648,1531665306
JeinPoLiEnergySavingLampsBad,115.900002,0.26,19,0.643,1531665307
JeinPoLiEnergySavingLampsBad,115.900002,0.257,19,0.647,1531665309
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.644,1531665311
JeinPoLiEnergySavingLampsBad,115.300003,0.263,19,0.637,1531665313
JeinPoLiEnergySavingLampsBad,115.400002,0.26,19,0.646,1531665314
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.653,1531665316
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.657,1531665318
JeinPoLiEnergySavingLampsBad,115,0.256,19,0.657,1531665320
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.645,1531665322
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.641,1531665324
JeinPoLiEnergySavingLampsBad,115.400002,0.253,19,0.657,1531665326
JeinPoLiEnergySavingLampsBad,115.099998,0.256,19,0.652,1531665327
JeinPoLiEnergySavingLampsBad,113.800003,0.261,19,0.647,1531665329
JeinPoLiEnergySavingLampsBad,114.5,0.259,19,0.648,1531665331
JeinPoLiEnergySavingLampsBad,116.300003,0.255,19,0.649,1531665333
JeinPoLiEnergySavingLampsBad,115.800003,0.258,19,0.646,1531665335
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.645,1531665337
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.653,1531665338
JeinPoLiEnergySavingLampsBad,115,0.261,19,0.643,1531665340
JeinPoLiEnergySavingLampsBad,115.400002,0.263,19,0.632,1531665342
JeinPoLiEnergySavingLampsBad,115.699997,0.26,19,0.638,1531665344
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.641,1531665346
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.644,1531665348
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.653,1531665350
JeinPoLiEnergySavingLampsBad,115.400002,0.258,19,0.646,1531665351
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.644,1531665353
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.642,1531665355
JeinPoLiEnergySavingLampsBad,116,0.256,19,0.645,1531665357
JeinPoLiEnergySavingLampsBad,116.400002,0.254,19,0.648,1531665359
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.65,1531665360
JeinPoLiEnergySavingLampsBad,115.400002,0.26,19,0.639,1531665362
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.654,1531665364
JeinPoLiEnergySavingLampsBad,114.5,0.255,19,0.654,1531665366
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.642,1531665368
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.642,1531665369
JeinPoLiEnergySavingLampsBad,116.400002,0.256,19,0.645,1531665371
JeinPoLiEnergySavingLampsBad,116.900002,0.256,19,0.642,1531665373
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.648,1531665375
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.652,1531665377
JeinPoLiEnergySavingLampsBad,115.199997,0.255,19,0.654,1531665379
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.657,1531665380
JeinPoLiEnergySavingLampsBad,115.199997,0.259,19,0.644,1531665382
JeinPoLiEnergySavingLampsBad,114.599998,0.265,19,0.635,1531665384
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.642,1531665386
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.649,1531665388
JeinPoLiEnergySavingLampsBad,115.400002,0.256,19,0.651,1531665390
JeinPoLiEnergySavingLampsBad,114.800003,0.257,19,0.651,1531665391
JeinPoLiEnergySavingLampsBad,115.400002,0.263,19,0.632,1531665393
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.644,1531665395
JeinPoLiEnergySavingLampsBad,114.900002,0.259,19,0.644,1531665397
JeinPoLiEnergySavingLampsBad,115,0.261,19,0.641,1531665398
JeinPoLiEnergySavingLampsBad,114.599998,0.261,19,0.643,1531665400
JeinPoLiEnergySavingLampsBad,114.300003,0.262,19,0.641,1531665402
JeinPoLiEnergySavingLampsBad,114.800003,0.259,19,0.647,1531665404
JeinPoLiEnergySavingLampsBad,116.300003,0.256,19,0.647,1531665406
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.653,1531665408
JeinPoLiEnergySavingLampsBad,114.5,0.258,19,0.654,1531665410
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.647,1531665411
JeinPoLiEnergySavingLampsBad,114.5,0.26,19,0.651,1531665413
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.648,1531665415
JeinPoLiEnergySavingLampsBad,116.199997,0.263,19,0.632,1531665417
JeinPoLiEnergySavingLampsBad,115.699997,0.263,19,0.636,1531665418
JeinPoLiEnergySavingLampsBad,114.900002,0.263,19,0.64,1531665420
JeinPoLiEnergySavingLampsBad,115.099998,0.262,19,0.641,1531665422
JeinPoLiEnergySavingLampsBad,115,0.26,19,0.647,1531665424
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.655,1531665425
JeinPoLiEnergySavingLampsBad,115.800003,0.259,19,0.647,1531665427
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.649,1531665429
JeinPoLiEnergySavingLampsBad,115.800003,0.259,19,0.645,1531665431
JeinPoLiEnergySavingLampsBad,115.199997,0.263,19,0.636,1531665433
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.646,1531665435
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.656,1531665437
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.656,1531665439
JeinPoLiEnergySavingLampsBad,116.099998,0.256,19,0.654,1531665441
JeinPoLiEnergySavingLampsBad,115.699997,0.259,19,0.648,1531665442
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.647,1531665444
JeinPoLiEnergySavingLampsBad,114.400002,0.26,19,0.655,1531665446
JeinPoLiEnergySavingLampsBad,115.900002,0.257,19,0.653,1531665448
JeinPoLiEnergySavingLampsBad,116.5,0.256,19,0.649,1531665449
JeinPoLiEnergySavingLampsBad,116.099998,0.26,19,0.642,1531665451
JeinPoLiEnergySavingLampsBad,115.300003,0.261,19,0.648,1531665453
JeinPoLiEnergySavingLampsBad,114.5,0.258,19,0.656,1531665455
JeinPoLiEnergySavingLampsBad,115,0.257,19,0.652,1531665457
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.648,1531665459
JeinPoLiEnergySavingLampsBad,114.599998,0.259,19,0.651,1531665460
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.653,1531665462
JeinPoLiEnergySavingLampsBad,115.800003,0.258,19,0.646,1531665464
JeinPoLiEnergySavingLampsBad,115.199997,0.256,19,0.654,1531665466
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.654,1531665467
JeinPoLiEnergySavingLampsBad,116,0.256,19,0.648,1531665469
JeinPoLiEnergySavingLampsBad,116.400002,0.257,19,0.643,1531665471
JeinPoLiEnergySavingLampsBad,116,0.257,19,0.645,1531665473
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.651,1531665474
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.653,1531665476
JeinPoLiEnergySavingLampsBad,114.800003,0.259,19,0.649,1531665478
JeinPoLiEnergySavingLampsBad,115.699997,0.262,19,0.638,1531665480
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.644,1531665482
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.642,1531665483
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.644,1531665485
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.647,1531665487
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.652,1531665489
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.655,1531665491
JeinPoLiEnergySavingLampsBad,115.900002,0.257,19,0.647,1531665493
JeinPoLiEnergySavingLampsBad,116.5,0.258,19,0.644,1531665494
JeinPoLiEnergySavingLampsBad,115.699997,0.258,19,0.649,1531665496
JeinPoLiEnergySavingLampsBad,115.199997,0.263,19,0.637,1531665498
JeinPoLiEnergySavingLampsBad,114.599998,0.264,19,0.635,1531665500
JeinPoLiEnergySavingLampsBad,114.300003,0.26,19,0.649,1531665502
JeinPoLiEnergySavingLampsBad,115.199997,0.258,19,0.648,1531665503
JeinPoLiEnergySavingLampsBad,115.199997,0.255,19,0.657,1531665505
JeinPoLiEnergySavingLampsBad,115,0.255,19,0.657,1531665507
JeinPoLiEnergySavingLampsBad,114.699997,0.256,19,0.655,1531665509
JeinPoLiEnergySavingLampsBad,114.900002,0.254,19,0.656,1531665511
JeinPoLiEnergySavingLampsBad,115,0.254,19,0.654,1531665512
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.651,1531665514
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.649,1531665516
JeinPoLiEnergySavingLampsBad,115,0.256,19,0.646,1531665518
JeinPoLiEnergySavingLampsBad,115,0.255,19,0.651,1531665519
JeinPoLiEnergySavingLampsBad,114.599998,0.255,19,0.656,1531665521
JeinPoLiEnergySavingLampsBad,114.099998,0.257,19,0.649,1531665523
JeinPoLiEnergySavingLampsBad,114.199997,0.263,19,0.635,1531665525
JeinPoLiEnergySavingLampsBad,114.800003,0.261,19,0.635,1531665526
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.639,1531665528
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.641,1531665530
JeinPoLiEnergySavingLampsBad,116.300003,0.253,19,0.648,1531665532
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.647,1531665534
JeinPoLiEnergySavingLampsBad,115.300003,0.251,18,0.655,1531665536
JeinPoLiEnergySavingLampsBad,115.5,0.252,18,0.651,1531665537
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.639,1531665539
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.642,1531665541
JeinPoLiEnergySavingLampsBad,114.800003,0.252,19,0.656,1531665543
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.654,1531665545
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.643,1531665547
JeinPoLiEnergySavingLampsBad,115.800003,0.251,19,0.653,1531665548
JeinPoLiEnergySavingLampsBad,116.199997,0.251,19,0.651,1531665550
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.644,1531665552
JeinPoLiEnergySavingLampsBad,115.199997,0.253,19,0.652,1531665554
JeinPoLiEnergySavingLampsBad,114.800003,0.254,19,0.652,1531665556
JeinPoLiEnergySavingLampsBad,116.099998,0.254,18,0.644,1531665557
JeinPoLiEnergySavingLampsBad,115.800003,0.253,19,0.648,1531665559
JeinPoLiEnergySavingLampsBad,115.400002,0.254,19,0.649,1531665561
JeinPoLiEnergySavingLampsBad,114.5,0.254,19,0.653,1531665563
JeinPoLiEnergySavingLampsBad,114.599998,0.256,18,0.647,1531665565
JeinPoLiEnergySavingLampsBad,115.099998,0.259,18,0.636,1531665566
JeinPoLiEnergySavingLampsBad,115.300003,0.256,18,0.643,1531665568
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.652,1531665570
JeinPoLiEnergySavingLampsBad,115.199997,0.254,18,0.646,1531665572
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.648,1531665573
JeinPoLiEnergySavingLampsBad,115.800003,0.253,18,0.647,1531665575
JeinPoLiEnergySavingLampsBad,115.900002,0.252,18,0.645,1531665577
JeinPoLiEnergySavingLampsBad,116.099998,0.253,18,0.641,1531665579
JeinPoLiEnergySavingLampsBad,115.599998,0.251,18,0.652,1531665580
JeinPoLiEnergySavingLampsBad,116.099998,0.251,18,0.649,1531665582
JeinPoLiEnergySavingLampsBad,116.5,0.254,18,0.639,1531665584
JeinPoLiEnergySavingLampsBad,116.599998,0.254,18,0.637,1531665586
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.645,1531665588
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.648,1531665589
JeinPoLiEnergySavingLampsBad,115.699997,0.251,18,0.648,1531665591
JeinPoLiEnergySavingLampsBad,114.800003,0.255,18,0.646,1531665593
JeinPoLiEnergySavingLampsBad,114.800003,0.255,18,0.644,1531665595
JeinPoLiEnergySavingLampsBad,114.800003,0.251,18,0.655,1531665597
JeinPoLiEnergySavingLampsBad,114.199997,0.254,18,0.65,1531665599
JeinPoLiEnergySavingLampsBad,114,0.257,18,0.647,1531665601
JeinPoLiEnergySavingLampsBad,114.900002,0.254,18,0.648,1531665602
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.652,1531665604
JeinPoLiEnergySavingLampsBad,115.699997,0.251,18,0.649,1531665606
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.646,1531665608
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.651,1531665610
JeinPoLiEnergySavingLampsBad,116.5,0.251,19,0.649,1531665611
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.644,1531665613
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.645,1531665615
JeinPoLiEnergySavingLampsBad,114.400002,0.254,19,0.655,1531665617
JeinPoLiEnergySavingLampsBad,114.599998,0.257,19,0.649,1531665619
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.643,1531665620
JeinPoLiEnergySavingLampsBad,115.699997,0.258,19,0.64,1531665622
JeinPoLiEnergySavingLampsBad,115.300003,0.261,19,0.635,1531665624
JeinPoLiEnergySavingLampsBad,115.300003,0.26,19,0.638,1531665626
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.651,1531665628
JeinPoLiEnergySavingLampsBad,115,0.257,19,0.647,1531665629
JeinPoLiEnergySavingLampsBad,114.5,0.259,19,0.644,1531665631
JeinPoLiEnergySavingLampsBad,114.199997,0.26,19,0.643,1531665633
JeinPoLiEnergySavingLampsBad,114.800003,0.26,19,0.64,1531665635
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.644,1531665636
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.65,1531665638
JeinPoLiEnergySavingLampsBad,115.300003,0.254,19,0.655,1531665640
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.646,1531665642
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.645,1531665643
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.636,1531665645
JeinPoLiEnergySavingLampsBad,114.900002,0.263,19,0.634,1531665647
JeinPoLiEnergySavingLampsBad,114.800003,0.264,19,0.636,1531665649
JeinPoLiEnergySavingLampsBad,114.800003,0.26,19,0.642,1531665651
JeinPoLiEnergySavingLampsBad,115,0.259,19,0.644,1531665652
JeinPoLiEnergySavingLampsBad,115.599998,0.259,19,0.643,1531665654
JeinPoLiEnergySavingLampsBad,116,0.257,19,0.646,1531665656
JeinPoLiEnergySavingLampsBad,115.599998,0.259,19,0.642,1531665658
JeinPoLiEnergySavingLampsBad,115.199997,0.262,19,0.641,1531665660
JeinPoLiEnergySavingLampsBad,115.900002,0.262,19,0.639,1531665662
JeinPoLiEnergySavingLampsBad,115.300003,0.265,19,0.632,1531665663
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.647,1531665665
JeinPoLiEnergySavingLampsBad,115.900002,0.258,19,0.649,1531665667
JeinPoLiEnergySavingLampsBad,116.199997,0.257,19,0.649,1531665669
JeinPoLiEnergySavingLampsBad,115,0.263,19,0.639,1531665670
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.648,1531665672
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.656,1531665674
JeinPoLiEnergySavingLampsBad,114.300003,0.26,19,0.649,1531665675
JeinPoLiEnergySavingLampsBad,114.400002,0.26,19,0.649,1531665677
JeinPoLiEnergySavingLampsBad,114.099998,0.264,19,0.64,1531665679
JeinPoLiEnergySavingLampsBad,115.300003,0.264,19,0.636,1531665681
JeinPoLiEnergySavingLampsBad,114.699997,0.26,19,0.647,1531665682
JeinPoLiEnergySavingLampsBad,114.099998,0.261,19,0.649,1531665684
JeinPoLiEnergySavingLampsBad,114.5,0.256,19,0.66,1531665686
JeinPoLiEnergySavingLampsBad,114,0.263,19,0.645,1531665687
JeinPoLiEnergySavingLampsBad,114.300003,0.263,19,0.641,1531665689
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.648,1531665691
JeinPoLiEnergySavingLampsBad,115.900002,0.259,19,0.642,1531665693
JeinPoLiEnergySavingLampsBad,115.800003,0.259,19,0.642,1531665694
JeinPoLiEnergySavingLampsBad,115.199997,0.255,19,0.652,1531665696
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.655,1531665698
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.652,1531665700
JeinPoLiEnergySavingLampsBad,116.300003,0.257,19,0.64,1531665702
JeinPoLiEnergySavingLampsBad,114.699997,0.261,19,0.637,1531665704
JeinPoLiEnergySavingLampsBad,114,0.258,19,0.648,1531665706
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.645,1531665708
JeinPoLiEnergySavingLampsBad,115.099998,0.26,19,0.635,1531665709
JeinPoLiEnergySavingLampsBad,113.800003,0.258,18,0.645,1531665711
JeinPoLiEnergySavingLampsBad,114.900002,0.253,18,0.651,1531665713
JeinPoLiEnergySavingLampsBad,114.900002,0.253,18,0.651,1531665715
JeinPoLiEnergySavingLampsBad,114.699997,0.254,18,0.65,1531665717
JeinPoLiEnergySavingLampsBad,114.5,0.255,19,0.651,1531665719
JeinPoLiEnergySavingLampsBad,114.5,0.254,19,0.653,1531665721
JeinPoLiEnergySavingLampsBad,114.800003,0.253,18,0.653,1531665722
JeinPoLiEnergySavingLampsBad,115.400002,0.252,19,0.654,1531665724
JeinPoLiEnergySavingLampsBad,115.5,0.252,19,0.655,1531665726
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.652,1531665727
JeinPoLiEnergySavingLampsBad,115.099998,0.255,19,0.65,1531665729
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.644,1531665731
JeinPoLiEnergySavingLampsBad,114.5,0.262,19,0.636,1531665733
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.647,1531665734
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.649,1531665736
JeinPoLiEnergySavingLampsBad,115.199997,0.259,19,0.639,1531665738
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.639,1531665740
JeinPoLiEnergySavingLampsBad,115.099998,0.255,19,0.652,1531665742
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.647,1531665743
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.639,1531665745
JeinPoLiEnergySavingLampsBad,115.300003,0.261,19,0.637,1531665747
JeinPoLiEnergySavingLampsBad,114.900002,0.259,19,0.645,1531665749
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.646,1531665750
JeinPoLiEnergySavingLampsBad,115.400002,0.257,19,0.645,1531665752
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.647,1531665754
JeinPoLiEnergySavingLampsBad,115.300003,0.254,19,0.653,1531665756
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.648,1531665757
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.64,1531665759
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.644,1531665761
JeinPoLiEnergySavingLampsBad,115.400002,0.253,19,0.654,1531665763
JeinPoLiEnergySavingLampsBad,114.800003,0.256,19,0.648,1531665765
JeinPoLiEnergySavingLampsBad,114.699997,0.254,19,0.654,1531665767
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.644,1531665768
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.643,1531665770
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.645,1531665772
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.641,1531665774
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.643,1531665776
JeinPoLiEnergySavingLampsBad,115.300003,0.26,19,0.632,1531665777
JeinPoLiEnergySavingLampsBad,114.800003,0.261,18,0.633,1531665779
JeinPoLiEnergySavingLampsBad,115.300003,0.257,18,0.64,1531665781
JeinPoLiEnergySavingLampsBad,115.300003,0.251,18,0.653,1531665783
JeinPoLiEnergySavingLampsBad,114.800003,0.252,18,0.655,1531665784
JeinPoLiEnergySavingLampsBad,115.199997,0.255,19,0.645,1531665786
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.645,1531665788
JeinPoLiEnergySavingLampsBad,116.099998,0.252,19,0.652,1531665790
JeinPoLiEnergySavingLampsBad,115,0.259,19,0.64,1531665792
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.643,1531665793
JeinPoLiEnergySavingLampsBad,115,0.253,19,0.657,1531665795
JeinPoLiEnergySavingLampsBad,114.900002,0.253,19,0.659,1531665797
JeinPoLiEnergySavingLampsBad,115.300003,0.258,19,0.64,1531665799
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.648,1531665800
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.65,1531665802
JeinPoLiEnergySavingLampsBad,115.5,0.254,19,0.653,1531665804
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.653,1531665806
JeinPoLiEnergySavingLampsBad,115.800003,0.256,19,0.644,1531665807
JeinPoLiEnergySavingLampsBad,115.199997,0.256,19,0.646,1531665809
JeinPoLiEnergySavingLampsBad,114.800003,0.255,19,0.655,1531665811
JeinPoLiEnergySavingLampsBad,114.300003,0.258,19,0.65,1531665813
JeinPoLiEnergySavingLampsBad,114.300003,0.259,19,0.645,1531665815
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.651,1531665817
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.652,1531665818
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.654,1531665820
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.655,1531665822
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.644,1531665824
JeinPoLiEnergySavingLampsBad,114.900002,0.259,19,0.648,1531665826
JeinPoLiEnergySavingLampsBad,114.300003,0.26,19,0.647,1531665828
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.643,1531665829
JeinPoLiEnergySavingLampsBad,114.300003,0.257,19,0.65,1531665831
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.653,1531665833
JeinPoLiEnergySavingLampsBad,116.400002,0.255,19,0.647,1531665835
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.643,1531665837
JeinPoLiEnergySavingLampsBad,115.199997,0.254,19,0.65,1531665838
JeinPoLiEnergySavingLampsBad,114.900002,0.254,19,0.652,1531665840
JeinPoLiEnergySavingLampsBad,114.699997,0.253,19,0.659,1531665842
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.643,1531665843
JeinPoLiEnergySavingLampsBad,115.699997,0.257,19,0.641,1531665845
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.641,1531665847
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.643,1531665849
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.645,1531665851
JeinPoLiEnergySavingLampsBad,116.599998,0.251,19,0.652,1531665853
JeinPoLiEnergySavingLampsBad,116.900002,0.255,19,0.639,1531665854
JeinPoLiEnergySavingLampsBad,117,0.256,19,0.635,1531665856
JeinPoLiEnergySavingLampsBad,115.800003,0.257,18,0.635,1531665858
JeinPoLiEnergySavingLampsBad,114.5,0.259,19,0.64,1531665860
JeinPoLiEnergySavingLampsBad,114.300003,0.26,19,0.639,1531665862
JeinPoLiEnergySavingLampsBad,115.5,0.257,18,0.638,1531665864
JeinPoLiEnergySavingLampsBad,115.199997,0.258,18,0.636,1531665865
JeinPoLiEnergySavingLampsBad,115.400002,0.258,19,0.64,1531665867
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.647,1531665869
JeinPoLiEnergySavingLampsBad,115.599998,0.252,18,0.65,1531665871
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.638,1531665873
JeinPoLiEnergySavingLampsBad,114.400002,0.26,18,0.636,1531665874
JeinPoLiEnergySavingLampsBad,115.699997,0.256,18,0.641,1531665876
JeinPoLiEnergySavingLampsBad,116.599998,0.252,18,0.645,1531665878
JeinPoLiEnergySavingLampsBad,115.800003,0.256,18,0.64,1531665880
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.651,1531665881
JeinPoLiEnergySavingLampsBad,115.699997,0.251,18,0.652,1531665883
JeinPoLiEnergySavingLampsBad,115.699997,0.253,18,0.646,1531665885
JeinPoLiEnergySavingLampsBad,114.800003,0.258,18,0.638,1531665887
JeinPoLiEnergySavingLampsBad,114.800003,0.257,18,0.641,1531665889
JeinPoLiEnergySavingLampsBad,115.300003,0.256,18,0.643,1531665891
JeinPoLiEnergySavingLampsBad,114.599998,0.258,18,0.641,1531665892
JeinPoLiEnergySavingLampsBad,115.400002,0.256,18,0.643,1531665894
JeinPoLiEnergySavingLampsBad,115.900002,0.251,19,0.652,1531665896
JeinPoLiEnergySavingLampsBad,116.300003,0.252,19,0.648,1531665898
JeinPoLiEnergySavingLampsBad,115.099998,0.252,18,0.653,1531665900
JeinPoLiEnergySavingLampsBad,114.5,0.255,18,0.647,1531665901
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.643,1531665903
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.65,1531665905
JeinPoLiEnergySavingLampsBad,115.300003,0.253,19,0.651,1531665906
JeinPoLiEnergySavingLampsBad,115.199997,0.253,19,0.651,1531665908
JeinPoLiEnergySavingLampsBad,114.699997,0.255,18,0.647,1531665910
JeinPoLiEnergySavingLampsBad,115.5,0.252,19,0.653,1531665912
JeinPoLiEnergySavingLampsBad,115.599998,0.252,19,0.654,1531665914
JeinPoLiEnergySavingLampsBad,114.800003,0.256,19,0.649,1531665915
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.648,1531665917
JeinPoLiEnergySavingLampsBad,115,0.255,19,0.65,1531665919
JeinPoLiEnergySavingLampsBad,115.300003,0.254,19,0.652,1531665921
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.647,1531665922
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.651,1531665924
JeinPoLiEnergySavingLampsBad,115.400002,0.255,19,0.65,1531665926
JeinPoLiEnergySavingLampsBad,114.800003,0.256,19,0.651,1531665928
JeinPoLiEnergySavingLampsBad,114.699997,0.258,19,0.649,1531665930
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.642,1531665932
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.653,1531665933
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.649,1531665935
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.652,1531665937
JeinPoLiEnergySavingLampsBad,114.5,0.261,19,0.645,1531665939
JeinPoLiEnergySavingLampsBad,114.5,0.261,19,0.646,1531665940
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.65,1531665942
JeinPoLiEnergySavingLampsBad,115.800003,0.256,19,0.654,1531665944
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.653,1531665946
